query,_id,total_purchases,add_to_cart_count,total_click_count,one_day_revenue,three_day_revenue,five_day_revenue
black sleeveless shift dress,63023699_0,64,121,354,920.19,994.8,1591.68
black sleeveless size women's,91286199_0,18,53,181,241.2,313.56,434.16
black sleeveless swing neck,89570442_0,42,49,61,374.04,374.04,872.76
black sleeveless tea dress,37264044_0,53,68,80,433.98,433.98,1277.83
black sleeveless top quilted,91339973_0,48,94,116,1032.96,1032.96,1032.96
black sleeveless v-neck long,90833323_0,45,59,59,495.25,495.25,891.45
black sleeveless vest fox,91331202_0,107,92,153,2242.64,2242.64,3528.86
black sleeves 3/4 dress,91412274_0,11,22,52,61.62,225.94,225.94
black sleeves kimono mini,79391057_0,22,48,65,145.74,267.19,534.38
black slim atelier bootcut,88277643_0,22,64,115,502.7,502.7,502.7
black slim cotton linen,88765034_0,19,64,67,56.52,480.42,536.94
black slim linen cotton,88765034_0,8,28,74,0.0,226.08,226.08
black slim stretch ankle,89430339_0,8,30,53,88.65,141.84,141.84
black slim tailored trousers,90345734_0,22,87,115,335.2,368.72,368.72
black slim trouser cotton,88765034_0,8,52,56,113.04,113.04,226.08
black slim-leg macy's pants,87858301_0,89,116,158,1258.17,1258.17,2195.63
black slip detail dress,89674026_0,30,61,109,394.2,394.2,657.0
black slip dress,91266517_0,43,154,176,623.7,623.7,993.3
black slip dress,91365939_0,13,44,96,299.91,299.91,299.91
black slip dress floral-printed,90706564_0,40,52,163,220.55,320.8,802.0
black slip dress jersey,90734838_0,67,90,173,1093.44,1093.44,1093.44
black slip dress mini,91036925_0,6,38,186,90.2,135.3,135.3
black slip dress silk,88097951_0,22,28,61,359.85,359.85,527.78
black slip lavish dress,91211097_0,82,281,330,638.6,885.8,1689.2
black slip satin dress,91282237_0,19,30,64,253.92,253.92,402.04
black slip vintage dress,90583954_0,18,95,133,213.1,213.1,383.58
black slipdress chiffon silk,90639665_0,105,134,163,2401.35,2401.35,2401.35
black slipdress maxi dye,91315914_0,8,52,87,191.12,191.12,191.12
black slit back dress,90723128_0,8,27,150,91.15,145.84,145.84
black slit front pant,88853486_0,77,76,190,757.44,757.44,1215.06
black slit pant front,88853486_0,55,105,143,536.52,773.22,867.9
black slouchy cargo pants,90692182_0,9,43,53,160.38,160.38,160.38
black slouchy pants cargo,90692182_0,46,58,179,463.32,463.32,819.72
black slub dress spandex,91435849_0,13,27,180,24.32,316.16,316.16
black smock tulum embroidered,90276900_0,60,73,165,601.44,601.44,1288.8
black smocked dress printed,91321859_0,16,72,75,283.66,283.66,349.12
black solid dress,91227931_0,10,29,160,177.5,177.5,177.5
black solid dress cutout,91287007_0,18,92,100,188.52,188.52,282.78
black solid dress sheath,91255869_0,22,50,157,516.56,516.56,516.56
black solid fishtail dress,90903281_0,18,160,177,76.12,342.54,342.54
black sophia shoulder dress,91120750_0,9,75,184,77.4,174.15,174.15
black spaghetti dress,87888515_0,28,95,108,590.8,590.8,590.8
black spaghetti ruched strap,90648879_0,10,94,129,233.6,233.6,233.6
black split dress,90873150_0,18,70,143,219.84,219.84,329.76
black spot dress,65587182_0,11,124,156,113.28,207.68,207.68
black spot dress 3/4,91260678_0,17,28,54,346.08,420.24,420.24
black spot dress insert,91340174_0,26,81,90,648.96,648.96,648.96
black spot high pencil,91234979_0,34,73,180,520.26,520.26,769.08
black square fringe dress,89582951_0,30,53,134,427.25,512.7,512.7
black square neck sleeveless,90978860_0,34,79,99,457.6,561.6,707.2
black star dress,55868048_1,48,55,271,241.5,483.0,772.8
black star print flared,71711011_0,30,55,115,527.7,527.7,527.7
black stitch dress rib,91286255_0,4,26,99,22.42,89.68,89.68
black straight cropped trousers,90447543_0,12,45,74,184.8,316.8,316.8
black straight pants cropped,89478562_0,154,107,117,2267.19,2267.19,4310.46
black straight-cut trousers crop,90080421_0,28,38,50,418.86,418.86,651.56
black strap cocktail dress,90648879_0,22,41,106,490.56,513.92,513.92
black strap dress embroidered,91096307_0,21,35,53,90.48,316.68,316.68
black strapless brooklyn gown,90978972_0,72,115,197,114.2,365.44,1644.48
black strapless long dress,88005309_0,31,44,188,539.09,539.09,539.09
black strapless mini dress,88854844_0,43,113,196,885.37,885.37,885.37
black strapless silk-tulle mini,63439666_0,10,21,56,79.52,79.52,198.8
black strappy dress,90794788_0,17,25,158,173.52,173.52,327.76
black strappy dress,91246091_0,19,68,101,0.0,335.54,335.54
black strappy dress maxi,91220325_0,91,127,184,1465.84,1827.28,1827.28
black strappy dress midi,91304691_0,33,44,114,817.41,817.41,817.41
black strappy dress swing,91278864_0,32,58,85,24.16,579.84,773.12
black strappy dress tank,90870532_0,44,85,132,860.04,860.04,1051.16
black strappy olivia dress,91332178_1,15,39,59,160.93,344.85,344.85
black strappy print ditsy,91134042_0,18,49,178,93.28,93.28,419.76
black strappy shoulder neck,90731395_0,13,64,196,22.96,298.48,298.48
black strappy skye dress,91320849_0,98,121,144,2124.4,2214.8,2214.8
black strappy tank cami,90870532_0,76,89,110,262.79,1815.64,1815.64
black stretch body-con dress,74597280_0,26,54,88,70.16,175.4,456.04
black stretch crop pants,87950664_0,34,74,188,921.06,921.06,921.06
black stretch cropped pants,90064801_0,23,33,56,592.46,592.46,619.39
black stretch dress bubble,74223539_0,19,35,69,75.48,339.66,358.53
black stretch dress jersey,74223539_0,32,119,190,339.66,603.84,603.84
black stretch dress midi,90986943_0,33,26,75,294.4,294.4,607.2
black stretch gown,90637713_0,73,198,281,1179.12,1179.12,1687.76
black stretch midi dress,90986943_0,39,46,77,147.2,147.2,717.6
black stretch midi lace,91010077_0,36,57,157,650.16,650.16,650.16
black stretch paloma dress,91434768_0,34,130,157,210.99,551.82,551.82
black stretch pants cropped,89432029_0,83,190,281,1148.95,1148.95,1733.87
black stretch rib dress,90986943_0,85,63,94,1030.4,1030.4,1564.0
black stretch-cady dress carrie,91356472_0,8,84,195,46.02,122.72,122.72
black stretch-cady two dress,91356472_0,15,56,175,199.42,199.42,230.1
black stretch-crepe dress off-the-shoulder,91232519_0,46,108,134,93.25,857.9,857.9
black stretch-knit gown lace-trimmed,90843929_0,54,141,168,565.11,1154.79,1326.78
black stripe body-con off,91385620_0,31,65,120,31.0,263.5,480.5
black stripe dress,91301336_0,129,179,326,947.91,1563.22,2145.27
black stripe dress a-line,79236496_0,68,104,145,492.8,492.8,1196.8
black stripe mikado midi,73564424_0,15,58,176,20.63,288.82,309.45
black stripe shirt voile,90268086_0,24,62,159,18.17,436.08,436.08
black stripe stitch rib,91286255_0,3,76,104,67.26,67.26,67.26
black stripe velvet trousers,88281639_0,15,50,54,261.82,261.82,302.1
black stripe woven culottes,89607249_0,8,30,100,90.32,180.64,180.64
black striped dress,83309913_0,64,77,185,1364.0,1408.0,1408.0
black striped dress,90859180_0,59,54,74,506.5,506.5,1195.34
black striped dress fit-and-flare,88671771_0,11,52,111,20.97,230.67,230.67
black striped dress fit-and-flare,89197277_0,35,115,172,596.7,773.5,773.5
black striped dress knit,91356429_0,35,53,74,0.0,34.9,610.75
black striped dress shift,79401247_0,53,148,169,43.48,1152.22,1152.22
black striped dress t-shirt,91319830_0,39,45,69,889.98,889.98,889.98
black striped fit-and-flare dress,89197277_0,18,60,67,110.5,110.5,397.8
black striped maxi dress,89150035_0,27,63,88,559.44,559.44,559.44
black striped sundress,91340332_0,8,29,104,120.65,120.65,193.04
black stripes dress mesh,88791019_0,86,118,179,1763.0,1763.0,1763.0
black studded dress,91408527_0,25,175,261,397.9,432.5,432.5
black studded dress cape,90864632_0,26,54,125,154.8,447.2,447.2
black studded dress sheath,91324498_0,88,133,144,865.72,997.46,1656.16
black style amy midi,89610276_0,19,61,105,351.5,351.5,351.5
black suede skinny-leg trousers,88861254_0,27,25,76,329.76,329.76,494.64
black suede trousers high-rise,88861254_0,24,54,69,348.08,439.68,439.68
black suede trousers skinny-leg,88861254_0,60,112,176,1099.2,1099.2,1099.2
black suede vest shearling,91419220_1,26,57,100,529.2,655.2,655.2
black sueded petite culotte,90401367_0,41,138,154,702.8,702.8,1029.1
black summer dress midi,91330583_0,15,28,119,203.17,277.05,277.05
black summer sheath,90714556_0,89,115,130,1477.64,1477.64,1933.97
black sundress striped,91340332_0,38,116,117,506.73,506.73,916.94
black sunray back capris,87985982_0,100,126,199,1883.0,1883.0,1883.0
black sunray capris back,87985982_0,20,80,146,169.47,376.6,376.6
black surplice dress isabella,90809600_0,62,133,264,715.09,715.09,1031.06
black surplice sheath dress,91282950_0,13,50,53,193.8,251.94,251.94
black suspender prince crepe,90774263_0,10,87,88,249.2,249.2,249.2
black sweat pleated dress,91211181_0,18,48,105,420.48,420.48,420.48
black sweater dress,56051712_1,75,140,141,1254.24,1254.24,1306.5
black sweater dress,91414051_0,18,41,71,0.0,262.8,315.36
black sweater dress,91423616_0,77,127,485,825.21,1121.04,1198.89
black sweater flare fit,91410223_0,20,76,103,118.2,472.8,472.8
black sweater lace-inset dress,91407654_0,18,54,112,90.04,405.18,405.18
black sweater roll neck,91229552_0,12,42,54,0.0,287.16,287.16
black sweater women's neck,91229552_0,28,88,137,287.16,287.16,670.04
black sweater wool-blend dress,91416531_0,41,175,198,528.88,985.64,985.64
black sweaterdress wool-blend,91421278_0,12,28,54,243.72,243.72,243.72
black swing dress petite,89660230_0,13,23,79,112.86,244.53,244.53
black swing dress sleeve,68451597_0,18,34,142,349.56,349.56,349.56
black swing dress strappy,90693398_0,34,35,59,343.04,343.04,728.96
black swing multicolor trim,91340778_0,40,133,168,494.97,494.97,942.8
black swing over shoulder,89661740_1,40,149,170,88.65,514.17,709.2
black swing petite dress,91301841_0,24,41,52,172.0,172.0,412.8
black swing t-back dress,88717513_0,24,55,63,428.16,428.16,428.16
black swing tie tall,90651979_0,75,110,184,1027.0,1027.0,1185.0
black t-back dress embroidered,91385845_0,21,41,117,278.64,278.64,487.62
black t-shirt dress,88667678_0,18,63,154,92.44,415.98,415.98
black t-shirt dress,91259720_0,65,81,209,834.84,904.41,1507.35
black t-shirt dress hem,87888003_0,20,28,57,235.8,255.45,393.0
black t-shirt lace striped,89259892_0,18,42,61,72.84,339.92,437.04
black t-shirt mixed stripe,90115234_0,29,78,124,511.44,617.99,617.99
black t-shirt oversize rib,91262180_0,9,22,51,48.84,48.84,146.52
black t-shirt sleeve front,72114346_1,34,50,194,485.4,485.4,550.12
black t-shirt stripe dress,89224966_0,31,66,105,438.6,679.83,679.83
black tahari sheath asl,91310173_0,33,53,53,420.8,420.8,694.32
black tailored cuff trousers,88732515_0,7,29,161,49.98,99.96,174.93
black tailored dress,91436858_2,84,139,201,1130.96,1417.92,1417.92
black tailored gathered waist,79590215_0,11,26,62,67.2,67.2,184.8
black tailored pleat front,89660485_0,11,40,136,0.0,315.59,315.59
black tailored trousers hound's-tooth,88066339_0,6,31,114,129.9,129.9,129.9
black tailored wide front,89660485_0,8,33,97,200.83,229.52,229.52
black taiyana pants wabi,89096300_1,24,59,119,398.72,398.72,683.52
black tall custom pencil,89891780_0,21,130,149,17.6,140.8,369.6
black tank dress henley,89800150_0,19,45,169,339.12,339.12,357.96
black tank dress strappy,71800957_0,63,74,200,622.34,622.34,1059.66
black tank maxi dress,89670032_0,43,70,72,332.16,332.16,892.68
black tank mia jersey,88613732_0,28,62,171,145.76,327.96,510.16
black tank midi slit,91431253_0,3,29,143,15.02,45.06,45.06
black tank print dress,81971652_1,61,94,144,564.76,564.76,1230.37
black tank slit midi,91431253_0,16,22,50,180.24,180.24,240.32
black tank strappy dress,71800957_0,37,69,106,622.34,622.34,622.34
black tank women's jersey,91291449_0,28,137,156,583.75,583.75,653.8
black tape delia midi,89658316_0,31,48,180,766.32,766.32,766.32
black tapered cropped trousers,90321357_0,101,291,337,1574.88,2339.16,2339.16
black tapered pants cotton,88139706_0,35,42,63,404.82,517.27,787.15
black tapered pleated trousers,89128267_0,16,47,51,355.5,379.2,379.2
black tapestry dress,90552301_1,29,83,126,148.56,272.36,718.04
black tapestry dress flared,90995810_0,60,119,139,921.24,1023.6,1023.6
black tapestry print freya,87935261_0,12,77,123,204.0,204.0,204.0
black tea floral dress,90559465_0,28,42,52,47.14,659.96,659.96
black teal silk dress,68050132_0,20,62,137,0.0,330.41,347.8
black tegan minidress,91363858_0,20,72,76,43.26,367.71,432.6
black tegan shirtdress silk,88865812_0,49,96,148,590.2,590.2,1112.3
black tel pants aviv,86855713_0,16,54,161,409.6,409.6,409.6
black tencel dress,90989732_1,31,184,229,167.3,518.63,518.63
black terry drawstring french,81244533_0,21,35,50,493.02,575.19,575.19
black terry dress,89870198_0,4,21,196,34.74,34.74,69.48
black terry pants french,81244533_0,15,39,60,219.12,219.12,410.85
black texture dress resort,79858644_0,22,109,144,147.6,147.6,405.9
black texture midi wiggle,91319683_0,24,26,99,187.08,187.08,374.16
black textured caroline midi,91325093_0,48,97,147,0.0,445.05,928.8
black textured dress a-line,91406670_0,24,31,144,124.26,434.91,497.04
black textured dress cutout,91290356_0,73,102,109,1101.1,1101.1,1461.46
black textured dress knit,91283332_0,19,39,186,299.55,379.43,379.43
black textured dress tailored,89680558_0,14,32,124,124.75,349.3,349.3
black textured halter dress,91001708_0,32,36,155,426.72,426.72,650.24
black textured sheath dress,91409478_0,6,96,197,93.68,140.52,140.52
black thigh dress,90612003_0,99,216,374,1255.42,1393.21,1515.69
black three-quarter sleeve dress,90831388_0,28,99,162,636.72,636.72,636.72
black tie dress back,90188010_0,52,69,127,1009.32,1009.32,1009.32
black tie dress dye,88623260_0,6,88,120,0.0,109.68,109.68
black tie dress maxi,91180160_0,80,112,183,1454.64,1492.92,1531.2
black tie jersey dress,65676041_0,25,56,122,38.0,475.0,475.0
black tie-dye dress maxi,91334072_0,116,119,181,1052.76,1052.76,1969.68
black tie-dye print trousers,90124284_0,9,23,95,147.78,147.78,147.78
black tied collar striped,90923836_0,11,22,76,72.24,198.66,198.66
black tiered bodice dress,89684630_0,34,44,83,427.77,611.1,692.58
black tiered dress bodice,89684630_0,13,58,138,81.48,81.48,264.81
black tiered dress body,91345927_0,37,46,179,0.0,213.6,790.32
black towan culottes piped,89591968_0,32,40,84,124.62,602.33,664.64
black track cropped pants,89356430_0,23,44,117,242.8,485.6,558.44
black track pants cropped,89356430_0,8,32,168,48.56,194.24,194.24
black track pants velour,91097456_0,10,28,96,58.82,88.23,294.1
black track pants velvet-trimmed,90431032_0,17,30,160,206.91,206.91,390.83
black trapeze chemise,91300345_0,18,88,120,424.44,424.44,424.44
black treeca k knit,83658985_0,12,57,188,100.88,176.54,302.64
black trim 100% lace,91284465_0,26,50,86,254.52,363.6,472.68
black trim contrast daisy,90359779_0,25,54,166,71.01,236.7,591.75
black trim crepe trousers,87979010_0,41,108,198,218.35,813.85,813.85
black trim details pintuck,90681039_0,9,51,99,156.72,156.72,176.31
black trim dress lace,82522370_0,49,109,125,697.76,697.76,1221.08
black trim dress pocket,91340656_0,79,148,177,997.92,997.92,1407.78
black trim dress ruffle,91333518_0,14,60,72,282.36,329.42,329.42
black trim exclusive slip,91335278_0,15,23,173,246.12,246.12,307.65
black trim strappy maxi,90700479_0,60,180,189,644.7,644.7,921.0
black trim stretch dress,89491888_0,100,139,183,1379.24,1379.24,2378.0
black tropical halter ruffle,90787685_0,75,164,178,212.58,1771.5,1771.5
black trouser crop eloise,89705665_0,50,112,118,795.0,795.0,795.0
black trouser eloise skinny,89705665_0,24,62,164,270.3,381.6,381.6
black trousers belted paperbag,89802616_0,20,70,83,292.3,584.6,584.6
black trousers cargo crepe,90913829_0,16,50,146,158.16,158.16,316.32
black trousers creased effect,90145000_1,35,102,246,98.68,740.1,863.45
black trousers crepe julia,89723458_0,17,136,248,416.48,416.48,442.51
black trousers crop slim-fit,90260209_0,79,110,199,1066.92,1066.92,1239.51
black trousers cropped creased,89089475_1,21,60,85,193.28,193.28,507.36
black trousers cropped palazzo,87860072_2,27,129,181,440.91,440.91,440.91
black trousers cropped pleated,89654130_0,12,26,52,219.24,219.24,219.24
black trousers cropped straight,90447543_0,25,122,161,264.0,264.0,660.0
black trousers cropped womenâs,90171982_0,13,83,107,323.31,323.31,323.31
black trousers cropped womenâs,90172318_0,18,59,120,288.3,288.3,345.96
black trousers genesis cropped,88871403_0,2,23,73,0.0,21.98,43.96
black trousers geometric print,90403893_0,32,44,63,752.64,752.64,752.64
black trousers hem up,89843505_1,4,49,84,28.47,113.88,113.88
black trousers navy wool,89834135_0,123,150,332,1082.88,1398.72,1849.92
black trousers oversized tie,90326153_0,5,104,199,93.75,93.75,93.75
black trousers palazzo cropped,87860072_2,22,53,62,114.31,195.96,359.26
black trousers pleated cropped,90178916_1,17,88,209,301.47,324.66,394.23
black trousers pleated cropped,90326991_0,26,43,131,424.32,424.32,424.32
black trousers pleated leather,83994325_3,29,78,208,31.88,302.86,462.26
black trousers relaxed cargo,90520624_1,37,90,160,772.2,772.2,1058.2
black trousers short festival,88893446_1,14,62,187,249.06,249.06,249.06
black trousers slim chino,88770643_0,41,61,180,202.08,690.44,690.44
black trousers slim-fit crop,90259196_0,17,28,53,427.38,427.38,427.38
black trousers striped sequin,88773742_1,117,128,149,869.4,1391.04,3390.66
black trousers vivian tailored,89358351_0,71,86,88,874.02,874.02,1477.51
black trousers waisted high,90244000_1,60,87,128,600.6,600.6,924.0
black trousers white remy,88404438_0,14,41,192,159.0,344.5,371.0
black trousers wool stretch,88891514_0,13,66,124,0.0,0.0,237.25
black trousers wool virgin,90364606_0,32,57,110,784.45,865.6,865.6
black tummy-control macy's belted,87858301_0,20,23,87,246.7,246.7,493.4
black tunic button front,91436174_0,8,93,103,157.04,157.04,157.04
black tunic cutout dress,88467703_0,132,184,197,2641.43,2641.43,2881.56
black tunic cutout women's,88467703_0,137,146,169,2226.66,2750.58,2990.71
black tunic freya dress,87935261_0,14,92,99,187.0,238.0,238.0
black tunic knit side-slit,91337115_0,54,113,116,547.06,547.06,868.86
